Community,Transfer,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,MixIsolate,MixPlate,Wavelength,Abs,Experiment
C1R2,6,4,3,50,50,TRUE,1,541,0.19,transitivity_D
C1R2,6,4,4,50,50,TRUE,1,541,0.188,transitivity_D
C1R2,6,1,1,single,single,FALSE,1,541,0.166,transitivity_D
C1R2,6,2,2,single,single,FALSE,1,541,0.254,transitivity_D
C1R2,6,3,3,single,single,FALSE,1,541,0.187,transitivity_D
C1R2,6,4,4,single,single,FALSE,1,541,0.2,transitivity_D
C1R2,6,1,1,50,50,TRUE,1,551,0.163,transitivity_D
C1R2,6,1,2,50,50,TRUE,1,551,0.162,transitivity_D
C1R2,6,1,3,50,50,TRUE,1,551,0.194,transitivity_D
C1R2,6,1,4,50,50,TRUE,1,551,0.162,transitivity_D
C1R2,6,3,1,50,50,TRUE,1,551,0.187,transitivity_D
C1R2,6,3,2,50,50,TRUE,1,551,0.181,transitivity_D
C1R2,6,3,3,50,50,TRUE,1,551,0.184,transitivity_D
C1R2,6,3,4,50,50,TRUE,1,551,0.174,transitivity_D
C1R2,6,2,1,50,50,TRUE,1,551,0.159,transitivity_D
C1R2,6,2,2,50,50,TRUE,1,551,0.263,transitivity_D
C1R2,6,2,3,50,50,TRUE,1,551,0.197,transitivity_D
C1R2,6,2,4,50,50,TRUE,1,551,0.256,transitivity_D
C1R2,6,4,1,50,50,TRUE,1,551,0.191,transitivity_D
C1R2,6,4,2,50,50,TRUE,1,551,0.248,transitivity_D
C1R2,6,4,3,50,50,TRUE,1,551,0.184,transitivity_D
C1R2,6,4,4,50,50,TRUE,1,551,0.182,transitivity_D
C1R2,6,1,1,single,single,FALSE,1,551,0.161,transitivity_D
C1R2,6,2,2,single,single,FALSE,1,551,0.249,transitivity_D
C1R2,6,3,3,single,single,FALSE,1,551,0.181,transitivity_D
C1R2,6,4,4,single,single,FALSE,1,551,0.194,transitivity_D
C1R2,6,1,1,50,50,TRUE,1,620,0.135,transitivity_D
C1R2,6,1,2,50,50,TRUE,1,620,0.134,transitivity_D
C1R2,6,1,3,50,50,TRUE,1,620,0.16,transitivity_D
C1R2,6,1,4,50,50,TRUE,1,620,0.134,transitivity_D
C1R2,6,3,1,50,50,TRUE,1,620,0.153,transitivity_D
C1R2,6,3,2,50,50,TRUE,1,620,0.149,transitivity_D
C1R2,6,3,3,50,50,TRUE,1,620,0.151,transitivity_D
C1R2,6,3,4,50,50,TRUE,1,620,0.143,transitivity_D
C1R2,6,2,1,50,50,TRUE,1,620,0.131,transitivity_D
C1R2,6,2,2,50,50,TRUE,1,620,0.212,transitivity_D
C1R2,6,2,3,50,50,TRUE,1,620,0.162,transitivity_D
C1R2,6,2,4,50,50,TRUE,1,620,0.208,transitivity_D
C1R2,6,4,1,50,50,TRUE,1,620,0.158,transitivity_D
C1R2,6,4,2,50,50,TRUE,1,620,0.204,transitivity_D
C1R2,6,4,3,50,50,TRUE,1,620,0.152,transitivity_D
C1R2,6,4,4,50,50,TRUE,1,620,0.155,transitivity_D
C1R2,6,1,1,single,single,FALSE,1,620,0.133,transitivity_D
C1R2,6,2,2,single,single,FALSE,1,620,0.198,transitivity_D
C1R2,6,3,3,single,single,FALSE,1,620,0.149,transitivity_D
C1R2,6,4,4,single,single,FALSE,1,620,0.167,transitivity_D
C1R2,6,1,1,50,50,TRUE,1,690,0.112,transitivity_D
C1R2,6,1,2,50,50,TRUE,1,690,0.112,transitivity_D
C1R2,6,1,3,50,50,TRUE,1,690,0.132,transitivity_D
C1R2,6,1,4,50,50,TRUE,1,690,0.111,transitivity_D
C1R2,6,3,1,50,50,TRUE,1,690,0.128,transitivity_D
C1R2,6,3,2,50,50,TRUE,1,690,0.124,transitivity_D
C1R2,6,3,3,50,50,TRUE,1,690,0.126,transitivity_D
C1R2,6,3,4,50,50,TRUE,1,690,0.12,transitivity_D
C1R2,6,2,1,50,50,TRUE,1,690,0.109,transitivity_D
C1R2,6,2,2,50,50,TRUE,1,690,0.178,transitivity_D
C1R2,6,2,3,50,50,TRUE,1,690,0.135,transitivity_D
C1R2,6,2,4,50,50,TRUE,1,690,0.174,transitivity_D
C1R2,6,4,1,50,50,TRUE,1,690,0.132,transitivity_D
C1R2,6,4,2,50,50,TRUE,1,690,0.171,transitivity_D
C1R2,6,4,3,50,50,TRUE,1,690,0.126,transitivity_D
C1R2,6,4,4,50,50,TRUE,1,690,0.134,transitivity_D
C1R2,6,1,1,single,single,FALSE,1,690,0.111,transitivity_D
C1R2,6,2,2,single,single,FALSE,1,690,0.166,transitivity_D
C1R2,6,3,3,single,single,FALSE,1,690,0.125,transitivity_D
C1R2,6,4,4,single,single,FALSE,1,690,0.147,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,340,0.412,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,340,0.402,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,340,0.398,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,340,0.389,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,340,0.439,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,340,0.449,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,340,0.439,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,340,0.427,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,340,0.387,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,340,0.628,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,340,0.445,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,340,0.634,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,340,0.425,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,340,0.496,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,340,0.401,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,340,0.481,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,340,0.384,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,340,0.594,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,340,0.445,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,340,0.487,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,405,0.294,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,405,0.289,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,405,0.285,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,405,0.273,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,405,0.307,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,405,0.314,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,405,0.307,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,405,0.297,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,405,0.281,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,405,0.62,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,405,0.313,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,405,0.604,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,405,0.325,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,405,0.452,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,405,0.291,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,405,0.433,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,405,0.276,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,405,0.582,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,405,0.312,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,405,0.442,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,450,0.249,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,450,0.245,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,450,0.242,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,450,0.232,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,450,0.261,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,450,0.267,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,450,0.261,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,450,0.252,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,450,0.233,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,450,0.355,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,450,0.262,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,450,0.36,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,450,0.256,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,450,0.276,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,450,0.236,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,450,0.266,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,450,0.233,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,450,0.34,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,450,0.264,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,450,0.26,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,541,0.182,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,541,0.179,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,541,0.178,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,541,0.171,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,541,0.192,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,541,0.197,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,541,0.191,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,541,0.186,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,541,0.169,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,541,0.246,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,541,0.191,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,541,0.26,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,541,0.188,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,541,0.201,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,541,0.172,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,541,0.192,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,541,0.171,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,541,0.245,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,541,0.192,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,541,0.188,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,551,0.178,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,551,0.174,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,551,0.173,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,551,0.166,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,551,0.186,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,551,0.191,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,551,0.186,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,551,0.181,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,551,0.165,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,551,0.241,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,551,0.185,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,551,0.257,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,551,0.184,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,551,0.195,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,551,0.168,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,551,0.187,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,551,0.166,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,551,0.235,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,551,0.186,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,551,0.183,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,620,0.147,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,620,0.144,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,620,0.143,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,620,0.138,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,620,0.153,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,620,0.158,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,620,0.154,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,620,0.148,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,620,0.136,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,620,0.208,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,620,0.152,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,620,0.21,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,620,0.154,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,620,0.165,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,620,0.139,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,620,0.157,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,620,0.138,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,620,0.192,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,620,0.152,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,620,0.154,transitivity_D
C1R2,6,1,1,95,5,TRUE,2,690,0.123,transitivity_D
C1R2,6,1,2,95,5,TRUE,2,690,0.12,transitivity_D
C1R2,6,1,3,95,5,TRUE,2,690,0.12,transitivity_D
C1R2,6,1,4,95,5,TRUE,2,690,0.115,transitivity_D
C1R2,6,3,1,95,5,TRUE,2,690,0.128,transitivity_D
C1R2,6,3,2,95,5,TRUE,2,690,0.131,transitivity_D
C1R2,6,3,3,95,5,TRUE,2,690,0.128,transitivity_D
C1R2,6,3,4,95,5,TRUE,2,690,0.125,transitivity_D
C1R2,6,2,1,95,5,TRUE,2,690,0.113,transitivity_D
C1R2,6,2,2,95,5,TRUE,2,690,0.172,transitivity_D
C1R2,6,2,3,95,5,TRUE,2,690,0.126,transitivity_D
C1R2,6,2,4,95,5,TRUE,2,690,0.175,transitivity_D
C1R2,6,4,1,95,5,TRUE,2,690,0.13,transitivity_D
C1R2,6,4,2,95,5,TRUE,2,690,0.143,transitivity_D
C1R2,6,4,3,95,5,TRUE,2,690,0.116,transitivity_D
C1R2,6,4,4,95,5,TRUE,2,690,0.135,transitivity_D
C1R2,6,1,1,single,single,FALSE,2,690,0.115,transitivity_D
C1R2,6,2,2,single,single,FALSE,2,690,0.162,transitivity_D
C1R2,6,3,3,single,single,FALSE,2,690,0.127,transitivity_D
C1R2,6,4,4,single,single,FALSE,2,690,0.133,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,340,0.439,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,340,0.402,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,340,0.455,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,340,0.387,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,340,0.442,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,340,0.45,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,340,0.448,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,340,0.409,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,340,0.511,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,340,0.617,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,340,0.454,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,340,0.587,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,340,0.462,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,340,0.501,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,340,0.418,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,340,0.491,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,340,0.39,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,340,0.608,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,340,0.454,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,340,0.517,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,405,0.311,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,405,0.286,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,405,0.318,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,405,0.274,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,405,0.31,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,405,0.312,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,405,0.312,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,405,0.282,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,405,0.444,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,405,0.59,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,405,0.32,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,405,0.552,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,405,0.357,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,405,0.449,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,405,0.308,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,405,0.435,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,405,0.275,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,405,0.587,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,405,0.314,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,405,0.457,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,450,0.263,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,450,0.243,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,450,0.27,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,450,0.232,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,450,0.264,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,450,0.265,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,450,0.264,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,450,0.24,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,450,0.289,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,450,0.341,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,450,0.266,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,450,0.332,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,450,0.276,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,450,0.28,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,450,0.245,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,450,0.269,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,450,0.233,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,450,0.337,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,450,0.266,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,450,0.283,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,541,0.194,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,541,0.178,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,541,0.198,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,541,0.17,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,541,0.194,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,541,0.196,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,541,0.193,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,541,0.177,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,541,0.21,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,541,0.251,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,541,0.194,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,541,0.24,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,541,0.203,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,541,0.205,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,541,0.179,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,541,0.197,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,541,0.171,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,541,0.246,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,541,0.194,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,541,0.206,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,551,0.189,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,551,0.173,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,551,0.193,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,551,0.166,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,551,0.189,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,551,0.19,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,551,0.188,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,551,0.172,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,551,0.203,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,551,0.244,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,551,0.189,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,551,0.231,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,551,0.197,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,551,0.199,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,551,0.173,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,551,0.19,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,551,0.166,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,551,0.24,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,551,0.188,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,551,0.201,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,620,0.157,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,620,0.143,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,620,0.16,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,620,0.137,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,620,0.155,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,620,0.158,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,620,0.156,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,620,0.141,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,620,0.169,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,620,0.2,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,620,0.155,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,620,0.191,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,620,0.163,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,620,0.17,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,620,0.143,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,620,0.161,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,620,0.137,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,620,0.194,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,620,0.155,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,620,0.169,transitivity_D
C1R2,6,1,1,95,5,TRUE,3,690,0.131,transitivity_D
C1R2,6,1,2,95,5,TRUE,3,690,0.119,transitivity_D
C1R2,6,1,3,95,5,TRUE,3,690,0.133,transitivity_D
C1R2,6,1,4,95,5,TRUE,3,690,0.115,transitivity_D
C1R2,6,3,1,95,5,TRUE,3,690,0.13,transitivity_D
C1R2,6,3,2,95,5,TRUE,3,690,0.131,transitivity_D
C1R2,6,3,3,95,5,TRUE,3,690,0.13,transitivity_D
C1R2,6,3,4,95,5,TRUE,3,690,0.119,transitivity_D
C1R2,6,2,1,95,5,TRUE,3,690,0.14,transitivity_D
C1R2,6,2,2,95,5,TRUE,3,690,0.166,transitivity_D
C1R2,6,2,3,95,5,TRUE,3,690,0.128,transitivity_D
C1R2,6,2,4,95,5,TRUE,3,690,0.16,transitivity_D
C1R2,6,4,1,95,5,TRUE,3,690,0.136,transitivity_D
C1R2,6,4,2,95,5,TRUE,3,690,0.148,transitivity_D
C1R2,6,4,3,95,5,TRUE,3,690,0.118,transitivity_D
C1R2,6,4,4,95,5,TRUE,3,690,0.139,transitivity_D
C1R2,6,1,1,single,single,FALSE,3,690,0.115,transitivity_D
C1R2,6,2,2,single,single,FALSE,3,690,0.16,transitivity_D
C1R2,6,3,3,single,single,FALSE,3,690,0.129,transitivity_D
C1R2,6,4,4,single,single,FALSE,3,690,0.145,transitivity_D
C1R2,7,1,1,50,50,TRUE,1,340,0.416,transitivity_D
C1R2,7,1,2,50,50,TRUE,1,340,0.343,transitivity_D
C1R2,7,1,3,50,50,TRUE,1,340,0.471,transitivity_D
C1R2,7,1,4,50,50,TRUE,1,340,0.384,transitivity_D
C1R2,7,3,1,50,50,TRUE,1,340,0.408,transitivity_D
C1R2,7,3,2,50,50,TRUE,1,340,0.423,transitivity_D
C1R2,7,3,3,50,50,TRUE,1,340,0.445,transitivity_D
C1R2,7,3,4,50,50,TRUE,1,340,0.432,transitivity_D
C1R2,7,2,1,50,50,TRUE,1,340,0.415,transitivity_D
C1R2,7,2,2,50,50,TRUE,1,340,0.642,transitivity_D
C1R2,7,2,3,50,50,TRUE,1,340,0.47,transitivity_D
C1R2,7,2,4,50,50,TRUE,1,340,0.556,transitivity_D
C1R2,7,4,1,50,50,TRUE,1,340,0.373,transitivity_D
C1R2,7,4,2,50,50,TRUE,1,340,0.524,transitivity_D
C1R2,7,4,3,50,50,TRUE,1,340,0.446,transitivity_D
C1R2,7,4,4,50,50,TRUE,1,340,0.428,transitivity_D
C1R2,7,1,1,single,single,FALSE,1,340,0.372,transitivity_D
C1R2,7,2,2,single,single,FALSE,1,340,0.6,transitivity_D
C1R2,7,3,3,single,single,FALSE,1,340,0.463,transitivity_D
C1R2,7,4,4,single,single,FALSE,1,340,0.491,transitivity_D
C1R2,7,1,1,50,50,TRUE,1,405,0.289,transitivity_D
C1R2,7,1,2,50,50,TRUE,1,405,0.241,transitivity_D
C1R2,7,1,3,50,50,TRUE,1,405,0.325,transitivity_D
C1R2,7,1,4,50,50,TRUE,1,405,0.269,transitivity_D
C1R2,7,3,1,50,50,TRUE,1,405,0.284,transitivity_D
C1R2,7,3,2,50,50,TRUE,1,405,0.291,transitivity_D
C1R2,7,3,3,50,50,TRUE,1,405,0.309,transitivity_D
C1R2,7,3,4,50,50,TRUE,1,405,0.299,transitivity_D
C1R2,7,2,1,50,50,TRUE,1,405,0.288,transitivity_D
C1R2,7,2,2,50,50,TRUE,1,405,0.609,transitivity_D
C1R2,7,2,3,50,50,TRUE,1,405,0.324,transitivity_D
C1R2,7,2,4,50,50,TRUE,1,405,0.499,transitivity_D
C1R2,7,4,1,50,50,TRUE,1,405,0.263,transitivity_D
C1R2,7,4,2,50,50,TRUE,1,405,0.48,transitivity_D
C1R2,7,4,3,50,50,TRUE,1,405,0.307,transitivity_D
C1R2,7,4,4,50,50,TRUE,1,405,0.399,transitivity_D
C1R2,7,1,1,single,single,FALSE,1,405,0.26,transitivity_D
C1R2,7,2,2,single,single,FALSE,1,405,0.59,transitivity_D
C1R2,7,3,3,single,single,FALSE,1,405,0.319,transitivity_D
C1R2,7,4,4,single,single,FALSE,1,405,0.445,transitivity_D
C1R2,7,1,1,50,50,TRUE,1,450,0.245,transitivity_D
C1R2,7,1,2,50,50,TRUE,1,450,0.206,transitivity_D
C1R2,7,1,3,50,50,TRUE,1,450,0.275,transitivity_D
C1R2,7,1,4,50,50,TRUE,1,450,0.227,transitivity_D
C1R2,7,3,1,50,50,TRUE,1,450,0.24,transitivity_D
C1R2,7,3,2,50,50,TRUE,1,450,0.246,transitivity_D
C1R2,7,3,3,50,50,TRUE,1,450,0.262,transitivity_D
C1R2,7,3,4,50,50,TRUE,1,450,0.254,transitivity_D
C1R2,7,2,1,50,50,TRUE,1,450,0.243,transitivity_D
C1R2,7,2,2,50,50,TRUE,1,450,0.356,transitivity_D
C1R2,7,2,3,50,50,TRUE,1,450,0.274,transitivity_D
C1R2,7,2,4,50,50,TRUE,1,450,0.311,transitivity_D
