Community,Replicate,Metric,HierarchyScore
W3,251,h1,1
W3,251,h2,0.6963285400924524
W3,252,h1,1
W3,252,h2,0.6068722958866147
W3,253,h1,0.6666666666666666
W3,253,h2,0.7512233454065302
W3,254,h1,0.6666666666666666
W3,254,h2,0.6016365573188586
W3,255,h1,1
W3,255,h2,0.6604605220091131
W3,256,h1,1
W3,256,h2,0.6755726698133193
W3,257,h1,0.6666666666666666
W3,257,h2,0.5769382791349958
W3,258,h1,0.6666666666666666
W3,258,h2,0.6878818567092866
W3,259,h1,0.6666666666666666
W3,259,h2,0.6604259611039767
W3,260,h1,1
W3,260,h2,0.7566467688299537
W3,261,h1,1
W3,261,h2,0.7639926207525559
W3,262,h1,1
W3,262,h2,0.5994273448649136
W3,263,h1,1
W3,263,h2,0.6885459371129302
W3,264,h1,1
W3,264,h2,0.6005726551350865
W3,265,h1,0.6666666666666666
W3,265,h2,0.583221612788606
W3,266,h1,0.6666666666666666
W3,266,h2,0.5989661417391995
W3,267,h1,1
W3,267,h2,0.6024442156312106
W3,268,h1,1
W3,268,h2,0.6565927439785221
W3,269,h1,1
W3,269,h2,0.5881806762379382
W3,270,h1,1
W3,270,h2,0.764180305608223
W3,271,h1,1
W3,271,h2,0.6752777408876772
W3,272,h1,0.6666666666666666
W3,272,h2,0.588333800188469
W3,273,h1,1
W3,273,h2,0.6017519635158758
W3,274,h1,0.6666666666666666
W3,274,h2,0.6696200361295647
W3,275,h1,0.6666666666666666
W3,275,h2,0.5866743766168061
W3,276,h1,1
W3,276,h2,0.7015825324674269
W3,277,h1,1
W3,277,h2,0.6888490281656148
W3,278,h1,1
W3,278,h2,0.6847321839337708
W3,279,h1,1
W3,279,h2,0.607059980742282
W3,280,h1,0.6666666666666666
W3,280,h2,0.7549034385814541
W3,281,h1,1
W3,281,h2,0.6694160441759793
W3,282,h1,1
W3,282,h2,0.5785102056643738
W3,283,h1,1
W3,283,h2,0.6640466456039875
W3,284,h1,1
W3,284,h2,0.6876697197848254
W3,285,h1,1
W3,285,h2,0.5828411594913515
W3,286,h1,1
W3,286,h2,0.6750737489340918
W3,287,h1,1
W3,287,h2,0.6767883120328421
W3,288,h1,1
W3,288,h2,0.6877318896071328
W3,289,h1,0.6666666666666666
W3,289,h2,0.6820077435026801
W3,290,h1,1
W3,290,h2,0.6746618915800779
W3,291,h1,1
W3,291,h2,0.606595620768191
W3,292,h1,1
W3,292,h2,0.5803860376845307
W3,293,h1,1
W3,293,h2,0.6770455232049707
W3,294,h1,1
W3,294,h2,0.6903401353644844
W3,295,h1,0
W3,295,h2,0.6061460456606637
W3,296,h1,1
W3,296,h2,0.6886450362120293
W3,297,h1,1
W3,297,h2,0.6696005721832694
W3,298,h1,0.6666666666666666
W3,298,h2,0.5808429692862119
W3,299,h1,1
W3,299,h2,0.6826115572363939
W3,300,h1,1
W3,300,h2,0.6810664251860925
W3,301,h1,1
W3,301,h2,0.6887499290665157
W3,302,h1,1
W3,302,h2,0.5063337305163308
W3,303,h1,1
W3,303,h2,0.7714099628570861
W3,304,h1,0.6666666666666666
W3,304,h2,0.5196516800689828
W3,305,h1,1
W3,305,h2,0.6748464195873681
W3,306,h1,1
W3,306,h2,0.5010673044902813
W3,307,h1,1
W3,307,h2,0.663726458976663
W3,308,h1,1
W3,308,h2,0.6748289542568717
W3,309,h1,1
W3,309,h2,0.6698045641368549
W3,310,h1,1
W3,310,h2,0.7701146854847594
W3,311,h1,1
W3,311,h2,0.5694506050811158
W3,312,h1,1
W3,312,h2,0.598928423985686
W3,313,h1,0.6666666666666666
W3,313,h2,0.5692547752545727
W3,314,h1,1
W3,314,h2,0.6139897037868376
W3,315,h1,1
W3,315,h2,0.6017865244210122
W3,316,h1,0.6666666666666666
W3,316,h2,0.764091719851655
W3,317,h1,1
W3,317,h2,0.5902515496079163
W3,318,h1,0
W3,318,h2,0.6746424276337828
W3,319,h1,1
W3,319,h2,0.5825575323849622
W3,320,h1,1
W3,320,h2,0.6877042806899618
W3,321,h1,0.6666666666666666
W3,321,h2,0.5935050005622626
W3,322,h1,0.6666666666666666
W3,322,h2,0.595318662760112
W3,323,h1,0.6666666666666666
W3,323,h2,0.4954799316815186
W3,324,h1,1
W3,324,h2,0.6823617025584192
W3,325,h1,1
W3,325,h2,0.580332012833099
W3,326,h1,1
W3,326,h2,0.6825229714798258
W3,327,h1,1
W3,327,h2,0.7714099628570861
W3,328,h1,1
W3,328,h2,0.6566813297350902
W3,329,h1,0.6666666666666666
W3,329,h2,0.686320417561067
W3,330,h1,1
W3,330,h2,0.5901901682623307
W3,331,h1,1
W3,331,h2,0.6881298082348837
W3,332,h1,0.6666666666666666
W3,332,h2,0.6772495151585561
W3,333,h1,1
W3,333,h2,0.6819537186512484
W3,334,h1,1
W3,334,h2,0.7627851406600754
W3,335,h1,1
W3,335,h2,0.5847321839337708
W3,336,h1,1
W3,336,h2,0.7644802398125305
W3,337,h1,1
W3,337,h2,0.6808969941376436
W3,338,h1,1
W3,338,h2,0.6821068426017792
W3,339,h1,0.6666666666666666
W3,339,h2,0.7016019964137221
W3,340,h1,1
W3,340,h2,0.7437243695333974
W3,341,h1,0.6666666666666666
W3,341,h2,0.5896912473831032
W3,342,h1,0.6666666666666666
W3,342,h2,0.6066947198672901
W3,343,h1,0.6666666666666666
W3,343,h2,0.6067292807724265
W3,344,h1,1
W3,344,h2,0.6733829213056695
W3,345,h1,0.6666666666666666
W3,345,h2,0.6952483308107622
W3,346,h1,0
W3,346,h2,0.5918487338389767
W3,347,h1,0.6666666666666666
W3,347,h2,0.6618825073977099
W3,348,h1,1
W3,348,h2,0.6079725319091203
W3,349,h1,1
W3,349,h2,0.7510356605508631
W3,350,h1,1
W3,350,h2,0.5639926207525559
W3,351,h1,1
W3,351,h2,0.5935050005622626
W3,352,h1,1
W3,352,h2,0.6765843200792567
W3,353,h1,1
W3,353,h2,0.6902605002116805
W3,354,h1,0.6666666666666666
W3,354,h2,0.6772526720069332
W3,355,h1,1
W3,355,h2,0.6697342321875049
W3,356,h1,1
W3,356,h2,0.6716252566299243
W3,357,h1,0.6666666666666666
W3,357,h2,0.6617049313783852
W3,358,h1,1
W3,358,h2,0.5875165958342946
W3,359,h1,1
W3,359,h2,0.6755186449618876
W3,360,h1,0.6666666666666666
W3,360,h2,0.582373004377672
W3,361,h1,1
W3,361,h2,0.6833715798907596
W3,362,h1,1
W3,362,h2,0.5804311119321981
W3,363,h1,1
W3,363,h2,0.6881654838156758
W3,364,h1,0.6666666666666666
W3,364,h2,0.5803483199310172
W3,365,h1,1
W3,365,h2,0.6902064753602488
W3,366,h1,1
W3,366,h2,0.6717752237320781
W3,367,h1,0
W3,367,h2,0.7564936448794229
W3,368,h1,1
W3,368,h2,0.6064907279137046
W3,369,h1,1
W3,369,h2,0.6620219611573327
W3,370,h1,1
W3,370,h2,0.6681440258895363
W3,371,h1,1
W3,371,h2,0.6810124003346609
W3,372,h1,0.6666666666666666
W3,372,h2,0.7695497041802148
W3,373,h1,1
W3,373,h2,0.6882797753370374
W3,374,h1,1
W3,374,h2,0.5863549784662034
W3,375,h1,1
W3,375,h2,0.582345395460501
W3,376,h1,1
W3,376,h2,0.676530295227825
W3,377,h1,1
W3,377,h2,0.6748740285045391
W3,378,h1,0.6666666666666666
W3,378,h2,0.5745087676295472
W3,379,h1,1
W3,379,h2,0.7628197015652118
W3,380,h1,0.6666666666666666
W3,380,h2,0.5823189795262405
W3,381,h1,0.6666666666666666
W3,381,h2,0.6692893361597092
W3,382,h1,1
W3,382,h2,0.6825035075335306
W3,383,h1,1
W3,383,h2,0.5957095339364762
W3,384,h1,0.6666666666666666
W3,384,h2,0.6491132320516844
W3,385,h1,1
W3,385,h2,0.6620507283070819
W3,386,h1,1
W3,386,h2,0.6692893361597092
W3,387,h1,1
W3,387,h2,0.6819882795563849
W3,388,h1,1
W3,388,h2,0.660361422910014
W3,389,h1,1
W3,389,h2,0.6954799316815186
W3,390,h1,1
W3,390,h2,0.5064122074365565
W3,391,h1,1
W3,391,h2,0.586320417561067
W3,392,h1,0.6666666666666666
W3,392,h2,0.6566976368330083
W3,393,h1,0.6666666666666666
W3,393,h2,0.5696545970347011
W3,394,h1,1
W3,394,h2,0.6694506050811158
W3,395,h1,1
W3,395,h2,0.6882797753370374
W3,396,h1,1
W3,396,h2,0.6605941820133486
W3,397,h1,1
W3,397,h2,0.6823108345553646
W3,398,h1,1
W3,398,h2,0.6825575323849622
W3,399,h1,1
W3,399,h2,0.560361422910014
W3,400,h1,0.6666666666666666
W3,400,h2,0.7770995480564024
W3,401,h1,1
W3,401,h2,0.5828606234376467
W3,402,h1,1
W3,402,h2,0.593915335684922
W3,403,h1,1
W3,403,h2,0.6065610598630545
W3,404,h1,0.6666666666666666
W3,404,h2,0.6771986471555015
W3,405,h1,1
W3,405,h2,0.5880349806598173
W3,406,h1,1
W3,406,h2,0.688333800188469
W3,407,h1,1
W3,407,h2,0.7626697344630582
W3,408,h1,0.6666666666666666
W3,408,h2,0.7566467688299537
W3,409,h1,1
W3,409,h2,0.6714639877085178
W3,410,h1,0.6666666666666666
W3,410,h2,0.7702646525869131
W3,411,h1,1
W3,411,h2,0.5952483308107621
W3,412,h1,1
W3,412,h2,0.6937377596655973
W3,413,h1,1
W3,413,h2,0.7512396525044485
W3,414,h1,0.6666666666666666
W3,414,h2,0.6806308323617507
W3,415,h1,0.6666666666666666
W3,415,h2,0.6808429692862119
W3,416,h1,1
W3,416,h2,0.6878818567092866
W3,417,h1,1
W3,417,h2,0.7755726698133193
W3,418,h1,1
W3,418,h2,0.6808969941376436
W3,419,h1,1
W3,419,h2,0.67521168046236
W3,420,h1,1
W3,420,h2,0.682256809703933
W3,421,h1,0.6666666666666666
W3,421,h2,0.580163791923727
W3,422,h1,1
W3,422,h2,0.6638313518311493
W3,423,h1,1
W3,423,h2,0.6750585565118293
W3,424,h1,1
W3,424,h2,0.5825575323849622
W3,425,h1,0.6666666666666666
W3,425,h2,0.7583570604046713
W3,426,h1,1
W3,426,h2,0.6544375563760086
W3,427,h1,1
W3,427,h2,0.6808624332325072
W3,428,h1,1
W3,428,h2,0.6712599957549323
W3,429,h1,1
W3,429,h2,0.6695046299325474
W3,430,h1,1
W3,430,h2,0.6015479715622905
W3,431,h1,1
W3,431,h2,0.7717211988806464
W3,432,h1,1
W3,432,h2,0.6769382791349958
W3,433,h1,1
W3,433,h2,0.6861867575568315
W3,434,h1,1
W3,434,h2,0.7025941827333644
W3,435,h1,1
W3,435,h2,0.68823470108937
W3,436,h1,1
W3,436,h2,0.6767179800834923
W3,437,h1,1
W3,437,h2,0.7842169559566252
W3,438,h1,1
W3,438,h2,0.6825575323849622
W3,439,h1,1
W3,439,h2,0.6008562822414757
W3,440,h1,1
W3,440,h2,0.5919987009411305
W3,441,h1,0
W3,441,h2,0.7566467688299537
W3,442,h1,1
W3,442,h2,0.7550370985856897
W3,443,h1,1
W3,443,h2,0.6717752237320781
W3,444,h1,0.6666666666666666
W3,444,h2,0.4991611830890207
W3,445,h1,1
W3,445,h2,0.5135296153367792
W3,446,h1,0.6666666666666666
W3,446,h2,0.5682085640834988
W3,447,h1,0.6666666666666666
W3,447,h2,0.695486883669484
W3,448,h1,0.6666666666666666
W3,448,h2,0.6898412144852569
W3,449,h1,1
W3,449,h2,0.49199870094113046
W3,450,h1,1
W3,450,h2,0.6808969941376436
W3,451,h1,0.6666666666666666
W3,451,h2,0.49164474188539137
W3,452,h1,1
W3,452,h2,0.6885459371129302
W3,453,h1,0.6666666666666666
W3,453,h2,0.6954799316815186
W3,454,h1,0.6666666666666666
W3,454,h2,0.6748464195873681
W3,455,h1,1
W3,455,h2,0.7642762478589451
W3,456,h1,1
W3,456,h2,0.4918938080866442
W3,457,h1,0.6666666666666666
W3,457,h2,0.6690057090533199
W3,458,h1,1
W3,458,h2,0.6015479715622905
W3,459,h1,1
W3,459,h2,0.5876697197848254
W3,460,h1,0.6666666666666666
W3,460,h2,0.5941193276385074
W3,461,h1,1
W3,461,h2,0.6680736939401863
W3,462,h1,0.6666666666666666
W3,462,h2,0.689770882535907
W3,463,h1,1
W3,463,h2,0.6798330919538715
W3,464,h1,1
W3,464,h2,0.6806859718888381
W3,465,h1,1
W3,465,h2,0.6941916062971573
W3,466,h1,0.6666666666666666
W3,466,h2,0.7510896854022948
W3,467,h1,1
W3,467,h2,0.688333800188469
W3,468,h1,1
W3,468,h2,0.5065252888188411
W3,469,h1,1
W3,469,h2,0.5811460603388964
W3,470,h1,1
W3,470,h2,0.5748740285045392
W3,471,h1,1
W3,471,h2,0.8588182635303853
W3,472,h1,1
W3,472,h2,0.697635119284032
W3,473,h1,1
W3,473,h2,0.6072099478444357
W3,474,h1,1
W3,474,h2,0.6748903356024574
W3,475,h1,1
W3,475,h2,0.6696037290316466
W3,476,h1,1
W3,476,h2,0.7719792156856634
W3,477,h1,1
W3,477,h2,0.7510356605508631
W3,478,h1,1
W3,478,h2,0.656493644879423
W3,479,h1,1
W3,479,h2,0.6834256047421913
W3,480,h1,1
W3,480,h2,0.6809510189890753
W3,481,h1,1
W3,481,h2,0.5955941277394589
W3,482,h1,0.6666666666666666
W3,482,h2,0.6162000309164383
W3,483,h1,1
W3,483,h2,0.6626157096116265
W3,484,h1,1
W3,484,h2,0.6564590839742865
W3,485,h1,1
W3,485,h2,0.6901015825057626
W3,486,h1,1
W3,486,h2,0.5991887920061917
W3,487,h1,1
W3,487,h2,0.5694669121790339
W3,488,h1,0.6666666666666666
W3,488,h2,0.6766834191783558
W3,489,h1,1
W3,489,h2,0.5876697197848254
W3,490,h1,1
W3,490,h2,0.5729033689093159
W3,491,h1,1
W3,491,h2,0.5749894347015565
W3,492,h1,1
W3,492,h2,0.7459153281801242
W3,493,h1,1
W3,493,h2,0.6898249073873387
W3,494,h1,1
W3,494,h2,0.5938426525200835
W3,495,h1,0.6666666666666666
W3,495,h2,0.5823799563656374
W3,496,h1,0.6666666666666666
W3,496,h2,0.5823962634635557
W3,497,h1,1
W3,497,h2,0.5133764913862485
W3,498,h1,1
W3,498,h2,0.6059960785585099
W3,499,h1,1
W3,499,h2,0.6952646379086803
W3,500,h1,1
W3,500,h2,0.5805857581140833
W3,501,h1,0.6666666666666666
W3,501,h2,0.6678063739317153
W3,502,h1,1
W3,502,h2,0.6756430017626691
W3,503,h1,1
W3,503,h2,0.6693884352588083
W3,504,h1,1
W3,504,h2,0.5750780204581245
W3,505,h1,1
W3,505,h2,0.6677278970114896
W3,506,h1,1
W3,506,h2,0.6962745152410208
W3,507,h1,1
W3,507,h2,0.6824238723807267
W3,508,h1,1
W3,508,h2,0.6670292557027095
W3,509,h1,0.6666666666666666
W3,509,h2,0.68772058778788
W3,510,h1,0.6666666666666666
W3,510,h2,0.5939530534384355
W3,511,h1,0
W3,511,h2,0.6032625346610407
W3,512,h1,1
W3,512,h2,0.5937377596655973
W3,513,h1,1
W3,513,h2,0.6007766470886718
W3,514,h1,1
W3,514,h2,0.6028778098397536
W3,515,h1,0.6666666666666666
W3,515,h2,0.6673404917262697
W3,516,h1,0.6666666666666666
W3,516,h2,0.6616403931844226
W3,517,h1,1
W3,517,h2,0.7566630759278719
W3,518,h1,0.6666666666666666
W3,518,h2,0.6903055744593479
W3,519,h1,1
W3,519,h2,0.5953105006330697
W3,520,h1,1
W3,520,h2,0.6824689466283942
W3,521,h1,1
W3,521,h2,0.777153572907834
W3,522,h1,1
W3,522,h2,0.6698045641368549
W3,523,h1,1
W3,523,h2,0.764091719851655
W3,524,h1,0.6666666666666666
W3,524,h2,0.5118345161843242
W3,525,h1,0.6666666666666666
W3,525,h2,0.5866040446674563
W3,526,h1,0.6666666666666666
W3,526,h2,0.5812000851903281
W3,527,h1,1
W3,527,h2,0.7640722559053598
W3,528,h1,1
W3,528,h2,0.756592743978522
W3,529,h1,1
W3,529,h2,0.7565476697308546
W3,530,h1,0.6666666666666666
W3,530,h2,0.6810469612397974
W3,531,h1,0.6666666666666666
W3,531,h2,0.6696545970347011
W3,532,h1,1
W3,532,h2,0.6861672936105363
W3,533,h1,1
W3,533,h2,0.6831675879371742
W3,534,h1,1
W3,534,h2,0.7848821510359245
W3,535,h1,1
W3,535,h2,0.6017519635158758
W3,536,h1,0.6666666666666666
W3,536,h2,0.6903055744593479
W3,537,h1,1
W3,537,h2,0.7586682964282315
W3,538,h1,1
W3,538,h2,0.6641262807567914
W3,539,h1,1
W3,539,h2,0.6604605220091131
W3,540,h1,1
W3,540,h2,0.5933398410378464
W3,541,h1,0.6666666666666666
W3,541,h2,0.8512233454065303
W3,542,h1,1
W3,542,h2,0.6622201593555308
W3,543,h1,1
W3,543,h2,0.6695497041802149
W3,544,h1,1
W3,544,h2,0.7562469470498253
W3,545,h1,0
W3,545,h2,0.7641966127061413
W3,546,h1,1
W3,546,h2,0.6621210602564318
W3,547,h1,0.6666666666666666
W3,547,h2,0.7565131088257182
W3,548,h1,1
W3,548,h2,0.6757766617669047
W3,549,h1,1
W3,549,h2,0.7643302727103768
W3,550,h1,1
W3,550,h2,0.6436552477231245
W3,551,h1,1
W3,551,h2,0.6636813847289956
W3,552,h1,1
W3,552,h2,0.6507244245273028
W3,553,h1,1
W3,553,h2,0.6561478479507262
W3,554,h1,0.6666666666666666
W3,554,h2,0.6680931578864816
W3,555,h1,1
W3,555,h2,0.5008838911586467
W3,556,h1,1
W3,556,h2,0.601502897314623
W3,557,h1,1
W3,557,h2,0.6142445637434776
W3,558,h1,1
W3,558,h2,0.6766834191783558
W3,559,h1,0.6666666666666666
W3,559,h2,0.6772526720069332
W3,560,h1,1
W3,560,h2,0.682246296361402
W3,561,h1,0.6666666666666666
W3,561,h2,0.5047353620913196
W3,562,h1,1
W3,562,h2,0.6141936957404229
W3,563,h1,1
W3,563,h2,0.7490141329525852
W3,564,h1,1
W3,564,h2,0.7636813847289956
W3,565,h1,1
W3,565,h2,0.5821577106048339
W3,566,h1,0.6666666666666666
W3,566,h2,0.6863549784662034
W3,567,h1,1
W3,567,h2,0.669470069027411
W3,568,h1,1
W3,568,h2,0.5861082806366058
W3,569,h1,1
W3,569,h2,0.6544721172811451
W3,570,h1,1
W3,570,h2,0.5876697197848254
W3,571,h1,1
W3,571,h2,0.6694956793287832
W3,572,h1,1
W3,572,h2,0.6898789322387704
W3,573,h1,1
W3,573,h2,0.6619516292079828
W3,574,h1,1
W3,574,h2,0.6810469612397974
W3,575,h1,0.6666666666666666
W3,575,h2,0.5956644596888088
W3,576,h1,1
W3,576,h2,0.5069068567917512
W3,577,h1,1
W3,577,h2,0.6825035075335306
W3,578,h1,1
W3,578,h2,0.6755726698133193
W3,579,h1,1
W3,579,h2,0.6007226222372402
W3,580,h1,1
W3,580,h2,0.587926930956954
W3,581,h1,1
W3,581,h2,0.6565476697308547
W3,582,h1,0.6666666666666666
W3,582,h2,0.6755726698133193
W3,583,h1,1
W3,583,h2,0.5681440258895362
W3,584,h1,1
W3,584,h2,0.6060306394636463
W3,585,h1,1
W3,585,h2,0.751373312508684
W3,586,h1,1
W3,586,h2,0.5749731276036383
W3,587,h1,1
W3,587,h2,0.682345395460501
W3,588,h1,1
W3,588,h2,0.6961785729902987
W3,589,h1,1
W3,589,h2,0.7566630759278719
W3,590,h1,1
W3,590,h2,0.5876188517817708
W3,591,h1,1
W3,591,h2,0.7564936448794229
W3,592,h1,1
W3,592,h2,0.5937917845170289
W3,593,h1,0
W3,593,h2,0.6010338582608005
W3,594,h1,0.6666666666666666
W3,594,h2,0.588695904215084
W3,595,h1,1
W3,595,h2,0.688699061063461
W3,596,h1,1
W3,596,h2,0.5992152079404524
W3,597,h1,1
W3,597,h2,0.6507244245273028
W3,598,h1,1
W3,598,h2,0.6825412252870441
W3,599,h1,1
W3,599,h2,0.7586682964282315
W3,600,h1,1
W3,600,h2,0.6754114008919128
W3,601,h1,0.6666666666666666
W3,601,h2,0.5935050005622626
W3,602,h1,1
W3,602,h2,0.6565476697308547
W3,603,h1,1
W3,603,h2,0.7642762478589451
W3,604,h1,1
W3,604,h2,0.7756430017626691
W3,605,h1,1
W3,605,h2,0.5848821510359246
W3,606,h1,1
W3,606,h2,0.6620219611573327
W3,607,h1,0
W3,607,h2,0.5955595668343224
W3,608,h1,1
W3,608,h2,0.6013253212952983
W3,609,h1,1
W3,609,h2,0.7583030355532396
W3,610,h1,1
W3,610,h2,0.6774026391090868
W3,611,h1,0.6666666666666666
W3,611,h2,0.5942529876427429
W3,612,h1,0.6666666666666666
W3,612,h2,0.6874657278312399
W3,613,h1,0.6666666666666666
W3,613,h2,0.5994078809186183
W3,614,h1,1
W3,614,h2,0.7561824088558626
W3,615,h1,1
W3,615,h2,0.7641262807567915
W3,616,h1,0.6666666666666666
W3,616,h2,0.5879106238590358
W3,617,h1,1
W3,617,h2,0.7639650118353849
W3,618,h1,1
W3,618,h2,0.6895863545286169
W3,619,h1,0
W3,619,h2,0.5884919122614986
W3,620,h1,0
W3,620,h2,0.5750780204581245
W3,621,h1,0.6666666666666666
W3,621,h2,0.6627851406600754
W3,622,h1,1
W3,622,h2,0.6773486142576552
W3,623,h1,1
W3,623,h2,0.7848821510359245
W3,624,h1,1
W3,624,h2,0.675892067963922
W3,625,h1,1
W3,625,h2,0.7770995480564024
W3,626,h1,1
W3,626,h2,0.6016019964137221
W3,627,h1,1
W3,627,h2,0.5828606234376467
W3,628,h1,0.6666666666666666
W3,628,h2,0.4933503543803774
W3,629,h1,1
W3,629,h2,0.7772495151585561
W3,630,h1,0.6666666666666666
W3,630,h2,0.595318662760112
W3,631,h1,1
W3,631,h2,0.660361422910014
W3,632,h1,1
W3,632,h2,0.75085808453153835
W3,633,h1,0
W3,633,h2,0.6825769963312575
W3,634,h1,1
W3,634,h2,0.6435561486240254
W3,635,h1,0.6666666666666666
W3,635,h2,0.6679940587873825
W3,636,h1,0.6666666666666666
W3,636,h2,0.6009724769152148
W3,637,h1,1
W3,637,h2,0.7488804729483497
W3,638,h1,1
W3,638,h2,0.5196139623154693
W3,639,h1,1
W3,639,h2,0.5748740285045392
W3,640,h1,1
W3,640,h2,0.6895412802809495
W3,641,h1,1
W3,641,h2,0.593791784517029
W3,642,h1,1
W3,642,h2,0.6823189795262404
W3,643,h1,1
W3,643,h2,0.6047967434369053
W3,644,h1,1
W3,644,h2,0.6006993631513566
W3,645,h1,1
W3,645,h2,0.6736020102180961
W3,646,h1,0.6666666666666666
W3,646,h2,0.5802974519279626
W3,647,h1,0.6666666666666666
W3,647,h2,0.5825575323849622
W3,648,h1,0.6666666666666666
W3,648,h2,0.7566630759278719
W3,649,h1,1
W3,649,h2,0.6862213184619679
W3,650,h1,1
W3,650,h2,0.6066601589621536
W3,651,h1,1
W3,651,h2,0.6825229714798258
W3,652,h1,1
W3,652,h2,0.6140405717898922
W3,653,h1,0.6666666666666666
W3,653,h2,0.5865589704197889
W3,654,h1,1
W3,654,h2,0.5934389401369455
W3,655,h1,1
W3,655,h2,0.6827063848114603
W3,656,h1,1
W3,656,h2,0.6680391330350499
W3,657,h1,0.6666666666666666
W3,657,h2,0.5880349806598173
W3,658,h1,0.6666666666666666
W3,658,h2,0.6620056540594145
W3,659,h1,1
W3,659,h2,0.6804971723575153
W3,660,h1,1
W3,660,h2,0.5825680457274932
W3,661,h1,1
W3,661,h2,0.6065610598630545
W3,662,h1,1
W3,662,h2,0.7696005721832695
W3,663,h1,1
W3,663,h2,0.6566467688299538
W3,664,h1,1
W3,664,h2,0.4456615427230904
W3,665,h1,1
W3,665,h2,0.6879809558083857
W3,666,h1,0.6666666666666666
W3,666,h2,0.5876156949333937
W3,667,h1,1
W3,667,h2,0.6070059558908503
W3,668,h1,1
W3,668,h2,0.5003686631815011
W3,669,h1,0.6666666666666666
W3,669,h2,0.7772332080606379
W3,670,h1,0
W3,670,h2,0.6679594978822461
W3,671,h1,1
W3,671,h2,0.4841997908636901
W3,672,h1,1
W3,672,h2,0.7489150338534861
W3,673,h1,1
W3,673,h2,0.6821922715099703
W3,674,h1,1
W3,674,h2,0.6701687103361911
W3,675,h1,0.6666666666666666
W3,675,h2,0.6680585969813452
W3,676,h1,1
W3,676,h2,0.5064907279137046
W3,677,h1,1
W3,677,h2,0.6770995480564024
W3,678,h1,0.6666666666666666
W3,678,h2,0.761971093154278
W3,679,h1,1
W3,679,h2,0.6901901682623307
W3,680,h1,1
W3,680,h2,0.6690507833009873
W3,681,h1,1
W3,681,h2,0.6897903464822023
W3,682,h1,1
W3,682,h2,0.5932858161864147
W3,683,h1,0.6666666666666666
W3,683,h2,0.5071108487453366
W3,684,h1,0.6666666666666666
W3,684,h2,0.5876697197848254
W3,685,h1,0.6666666666666666
W3,685,h2,0.6694506050811158
W3,686,h1,0.6666666666666666
W3,686,h2,0.5939693605363536
W3,687,h1,1
W3,687,h2,0.6843669230587789
W3,688,h1,1
W3,688,h2,0.5749248965075938
W3,689,h1,1
W3,689,h2,0.6695497041802149
W3,690,h1,1
W3,690,h2,0.6510356605508631
W3,691,h1,0.6666666666666666
W3,691,h2,0.7572117501344983
W3,692,h1,1
W3,692,h2,0.6748740285045391
W3,693,h1,1
W3,693,h2,0.6813154913873454
W3,694,h1,0.6666666666666666
W3,694,h2,0.7571577252830667
W3,695,h1,1
W3,695,h2,0.5952828917158985
W3,696,h1,1
W3,696,h2,0.7437243695333974
W3,697,h1,1
W3,697,h2,0.7774372000142233
W3,698,h1,1
W3,698,h2,0.5884919122614986
W3,699,h1,1
W3,699,h2,0.6671629157069451
W3,700,h1,1
W3,700,h2,0.5953982979129159
W3,701,h1,1
W3,701,h2,0.5808348243153362
W3,702,h1,0.6666666666666666
W3,702,h2,0.6820963292592482
W3,703,h1,1
W3,703,h2,0.7643302727103768
W3,704,h1,1
W3,704,h2,0.6696545970347011
W3,705,h1,1
W3,705,h2,0.5887950033141831
W3,706,h1,1
W3,706,h2,0.7566467688299537
W3,707,h1,1
W3,707,h2,0.5875197526826716
W3,708,h1,0
W3,708,h2,0.7497127742613654
W3,709,h1,1
W3,709,h2,0.7830716456864522
W3,710,h1,1
W3,710,h2,0.6886795971171658
W3,711,h1,1
W3,711,h2,0.6566467688299538
W3,712,h1,1
W3,712,h2,0.6877424029496638
W3,713,h1,0.6666666666666666
W3,713,h2,0.751373312508684
W3,714,h1,0.6666666666666666
W3,714,h2,0.7566630759278719
W3,715,h1,1
W3,715,h2,0.6756430017626691
W3,716,h1,1
W3,716,h2,0.6883419451593449
W3,717,h1,1
W3,717,h2,0.6679054730308144
W3,718,h1,1
W3,718,h2,0.6673404917262697
W3,719,h1,0.6666666666666666
W3,719,h2,0.608122499011274
W3,720,h1,0.6666666666666666
W3,720,h2,0.6009876693374774
W3,721,h1,0.6666666666666666
W3,721,h2,0.6843128982073472
W3,722,h1,1
W3,722,h2,0.7698034494611992
W3,723,h1,0.6666666666666666
W3,723,h2,0.5808969941376436
W3,724,h1,1
W3,724,h2,0.6810501180881744
W3,725,h1,1
W3,725,h2,0.6679594978822461
W3,726,h1,1
W3,726,h2,0.5862582477387596
W3,727,h1,1
W3,727,h2,0.6807194181183188
W3,728,h1,0.6666666666666666
W3,728,h2,0.6735674493129596
W3,729,h1,0.6666666666666666
W3,729,h2,0.5728525009062613
W3,730,h1,0.6666666666666666
W3,730,h2,0.7511347596499622
W3,731,h1,1
W3,731,h2,0.6636813847289956
W3,732,h1,0.6666666666666666
W3,732,h2,0.7491477929568208
W3,733,h1,0.6666666666666666
W3,733,h2,0.6566630759278719
W3,734,h1,0.6666666666666666
W3,734,h2,0.6876534126869072
W3,735,h1,1
W3,735,h2,0.7695842650853513
W3,736,h1,1
W3,736,h2,0.6676781436840907
W3,737,h1,0.6666666666666666
W3,737,h2,0.7015825324674269
W3,738,h1,1
